Customer ID,network_age,Customer tenure in month,Total Spend in Months 1 and 2 of 2017,Total SMS Spend,Total Data Spend,Total Data Consumption,Total Unique Calls,Total Onnet spend ,Total Offnet spend,Total Call centre complaint calls,Network type subscription in Month 1,Network type subscription in Month 2,Most Loved Competitor network in in Month 1,Most Loved Competitor network in in Month 2,Churn Status
ADF0628,1259,41.97,776.6788,37.22,57.5,6613.5732,99,11378,30129,1,3G,3G,Weematel,ToCall,1
ADF0630,2707,90.23,841.6484,23.09,0,15689313.96,168,1872,30767,1,3G,3G,Uxaa,ToCall,1
ADF0631,-5,-0.17,857.1008,63.47,190.03,1565901.139,204,716,1240,1,3G,3G,ToCall,ToCall,1
ADF0634,3155,105.17,1246.22,26.29,260,6470329.758,114,1194,24274,1,3G,3G,Mango,ToCall,1
ADF0635,240,8.00,1256.908,28.98,136.25,15313555.78,346,2184,64119,1,3G,3G,Mango,ToCall,1
ADF0636,2833,94.43,1340.582,43.92,1.25,221134.4307,155,2235,9035,1,3G,3G,PQza,ToCall,1
ADF0637,284,9.47,1509.52,69.61,78.75,13476288.06,104,486,32602,1,3G,3G,Weematel,ToCall,1
ADF0638,3582,119.40,1654.26,50.5,240,42038.0098,238,954,79980,1,3G,3G,Uxaa,ToCall,1
ADF0639,1730,57.67,2056.738,71.92,1.25,4.6494,462,35856,127284,1,3G,3G,Mango,ToCall,1
ADF0641,1198,39.93,2488.438,25.54,60,1213104.434,268,20034,49598,1,3G,3G,ToCall,ToCall,1
ADF0642,2789,92.97,2592.148,238.13,0.31,3.5566,338,51329,91774,1,3G,3G,ToCall,ToCall,1
ADF0643,1521,50.70,3792.35,71.8,21.25,782.7549,647,64872,228790,1,3G,3G,Mango,ToCall,1
ADF1030,3728,124.27,25.1,0,0,10.3418,15,144,813,4,3G,3G,Uxaa,Uxaa,0
ADF1035,255,8.50,51.9868,4.78,12.5,468.0684,34,366,2110,1,3G,3G,Uxaa,Uxaa,0
ADF1036,1105,36.83,53.88,0,1.25,615282.6914,23,0,0,1,3G,3G,Uxaa,Uxaa,0
ADF1038,2202,73.40,59.2724,0,0,161.8057,8,4266,179,2,3G,3G,PQza,Uxaa,0
ADF1044,1533,51.10,102.102,1.75,1.25,0.1016,168,4518,725,2,3G,3G,Uxaa,Uxaa,0
ADF1048,4153,138.43,113.868,19.98,22.5,2317.459,5,1243,251,1,3G,3G,ToCall,Uxaa,0
ADF1049,4183,139.43,119.722,1.75,10,1699954.774,40,540,1197,4,3G,3G,Uxaa,Uxaa,0
ADF1050,1991,66.37,135.11,0.61,0,3073269.819,10,300,358,1,3G,3G,PQza,Uxaa,0
ADF1054,256,8.53,142.57,0,3.75,160.3643,45,6569,615,1,3G,3G,PQza,Uxaa,0
ADF1056,149,4.97,152.4452,7.73,1.25,1.9199,44,1464,2206,2,3G,2G,ToCall,Uxaa,0
ADF1059,3738,124.60,170.44,0,22.5,8602.2959,17,634,932,1,3G,3G,Mango,Uxaa,0
ADF1062,937,31.23,172.1,32.4,0,182.8115,19,1205,4794,12,3G,3G,Uxaa,Uxaa,0
ADF1065,1635,54.50,177.208,42,5,1431.3408,28,4728,2363,2,3G,3G,Zintel,Uxaa,0
ADF1068,719,23.97,180.296,2.62,11.25,10442434.63,18,1386,3263,1,3G,3G,Zintel,Uxaa,0
ADF1071,3505,116.83,191.332,0,44,406817.2071,6,48,358,1,3G,3G,Uxaa,Uxaa,0
ADF1074,946,31.53,205.48,4.55,23.25,1010220.822,38,4151,10267,4,3G,3G,Zintel,Uxaa,0
ADF1081,2323,77.43,231.82,68.24,18.75,19.0537,16,4260,851,1,3G,3G,Uxaa,Uxaa,0
ADF1083,439,14.63,234.21,8.64,0.31,8.7021,32,5390,12974,1,3G,3G,Uxaa,Uxaa,0
ADF1087,977,32.57,265.73,33.48,1.24,18.0938,11,1229,704,2,3G,3G,Uxaa,Uxaa,0
ADF1091,673,22.43,289.308,0,26.04,686690.9707,3,525,0,1,3G,3G,Uxaa,Uxaa,0
ADF1110,4251,141.70,355.47,16.74,0,80075.2998,273,7290,8951,2,3G,3G,Mango,Uxaa,0
ADF1111,183,6.10,356.116,7,0,59.1719,84,19687,7308,16,3G,3G,Zintel,Uxaa,0
ADF1113,1265,42.17,359.54,1.75,6.25,57359.462,167,4980,8960,8,3G,3G,ToCall,Uxaa,0
ADF1115,3504,116.80,367.002,27.45,12.5,725414.3242,50,5367,6944,8,3G,2G,Uxaa,Uxaa,0
ADF1118,1570,52.33,386.4308,12.25,2.5,49.6992,300,5472,3838,1,3G,3G,Weematel,Uxaa,0
ADF1120,136,4.53,387.6568,15.45,103.75,101347.7236,25,7980,1785,1,3G,3G,ToCall,Uxaa,0
ADF1122,2169,72.30,395.37,30.04,13.75,22353.418,37,5890,3033,1,3G,3G,0,Uxaa,0
ADF1126,1202,40.07,409.108,122.9,21.25,1549688.659,173,2826,2691,3,3G,3G,PQza,Uxaa,0
ADF1128,3870,129.00,413.3,0,20,28141.0098,100,23016,9966,1,3G,3G,Weematel,Uxaa,0
ADF1129,993,33.10,414.622,4.7,91.25,12065888.21,63,6503,3617,2,3G,3G,PQza,Uxaa,0
ADF1133,1399,46.63,423.07,18.81,3.75,43262.2832,49,2892,5482,1,3G,3G,0,Uxaa,0
ADF1134,4153,138.43,423.93,7.6,3.75,157.5615,75,3408,14160,5,3G,3G,Uxaa,Uxaa,0
ADF1135,1212,40.40,425.3404,0.87,2.5,29697.7451,5,622,490,1,3G,3G,PQza,Uxaa,0
ADF1140,4254,141.80,437.7,0,0,62764.5781,28,0,0,2,3G,3G,ToCall,Uxaa,0
ADF1145,365,12.17,449.6384,7,127.5,20118693.29,11,60,1046,3,3G,3G,ToCall,Uxaa,0
ADF1149,4246,141.53,461.03,0,5,1807971.923,260,0,537,1,3G,3G,Zintel,Uxaa,0
ADF1150,984,32.80,461.908,13.29,3.75,1024847.318,123,0,358,1,3G,3G,Weematel,Uxaa,0
ADF1151,2169,72.30,462.9148,36.2,0,2.0498,175,2850,2273,1,3G,3G,ToCall,Uxaa,0
ADF1154,108,3.60,467.57,0.01,0,148574.2373,60,0,1790,2,3G,3G,Uxaa,Uxaa,0
ADF1159,4150,138.33,473.8,4.14,2.5,8299015.549,132,2582,5254,2,3G,3G,Uxaa,Uxaa,0
ADF1162,921,30.70,478.32,4.32,36.27,2695601.849,11,4257,1932,1,3G,3G,Zintel,Uxaa,0
ADF1164,192,6.40,479.72,0,0,12.8662,102,3222,358,7,3G,2G,Zintel,Uxaa,0
ADF1168,2032,67.73,488.32,28,0,202221.6533,113,18528,19833,2,3G,,Zintel,Uxaa,0
ADF1169,1994,66.47,488.916,31.46,46.25,5483217.191,28,252,702,1,3G,2G,0,Uxaa,0
ADF1173,2098,69.93,496.1844,39.07,0,8738505.772,44,15741,3023,4,3G,3G,Uxaa,Uxaa,0
ADF1177,1355,45.17,507.776,4.37,0,709844.5869,52,8964,9148,1,3G,3G,Uxaa,Uxaa,0
ADF1178,4229,140.97,510.9708,9.39,11.25,1710288.004,687,0,1652,5,3G,3G,Mango,Uxaa,0
ADF1184,132,4.40,518.014,27.69,12.5,15342.9931,105,8218,2477,5,3G,3G,ToCall,Uxaa,0
ADF1186,3975,132.50,523.4804,4.32,36.89,6139533.046,11,609,2349,1,3G,3G,ToCall,Uxaa,0
ADF1190,2986,99.53,528.6528,2.39,0,1473082.523,182,0,1074,3,3G,3G,Mango,Uxaa,0
ADF1191,2467,82.23,528.75,8.84,3.75,281277.2725,99,5884,6208,2,3G,3G,Uxaa,Uxaa,0
ADF1192,2905,96.83,529.88,100.94,6.25,551842.8331,106,17224,10361,2,3G,3G,Weematel,Uxaa,0
ADF1195,1037,34.57,535.596,19.88,7.5,261020.0381,386,9782,5690,2,3G,3G,PQza,Uxaa,0
ADF1197,307,10.23,539.24,10.5,135,21856.3565,49,762,3498,2,3G,3G,Uxaa,Uxaa,0
ADF1201,2543,84.77,544.778,42.38,0,968509.3301,822,1996,2871,1,3G,3G,Mango,Uxaa,0
ADF1204,2320,77.33,553.9008,10.76,47.74,9587.9639,101,13155,19487,5,3G,3G,Weematel,Uxaa,0
ADF1208,1421,47.37,563.43,17.5,15,36468.0557,241,60,4099,2,3G,3G,ToCall,Uxaa,0
ADF1212,933,31.10,569.788,22.91,109.74,23344.958,85,13988,5462,1,3G,3G,Uxaa,Uxaa,0
ADF1214,2289,76.30,576.96,1.75,0,10628.832,153,3062,1291,14,3G,3G,Uxaa,Uxaa,0
ADF1215,3031,101.03,578.988,13.12,27.5,4529486.773,48,2367,6824,1,3G,3G,Uxaa,Uxaa,0
ADF1217,4876,162.53,586.85,9.48,22.5,17335383.62,116,2850,16457,12,3G,3G,Weematel,Uxaa,0
ADF1221,715,23.83,600.18,2.99,0,1026631.681,221,0,3883,3,3G,3G,Mango,Uxaa,0
ADF1224,418,13.93,604.172,3.5,16.25,65084.9111,112,9002,13047,1,3G,3G,Uxaa,Uxaa,0
ADF1225,2081,69.37,605.33,1.2,18.75,808.9345,130,4584,18635,1,3G,3G,Zintel,Uxaa,0
ADF1226,517,17.23,608.232,1.75,67.5,34119740.49,44,587,3022,4,3G,3G,PQza,Uxaa,0
ADF1227,117,3.90,609.59,11.24,82.5,193627.9316,100,9872,11520,11,3G,,PQza,Uxaa,0
ADF1228,717,23.90,610.97,0,0,4303770.345,54,3489,7608,3,3G,3G,Weematel,Uxaa,0
ADF1229,3722,124.07,611.5536,10.35,0,954.2979,567,15468,4763,2,3G,3G,Uxaa,Uxaa,0
ADF1230,4152,138.40,613.96,57.12,0,1526107.752,514,2580,6942,4,3G,3G,Mango,Uxaa,0
ADF1232,3399,113.30,616.952,19.24,1.25,4647.8037,58,24918,1350,3,3G,3G,Weematel,Uxaa,0
ADF1233,107,3.57,621.49,151.75,1.25,60931.5264,54,0,537,1,3G,3G,PQza,Uxaa,0
ADF1235,1129,37.63,632.65,0,1.55,900906.9424,11,2350,0,1,3G,3G,Uxaa,Uxaa,0
ADF1237,802,26.73,636.264,3.47,0,396481.9531,83,5607,15163,1,3G,3G,Mango,Uxaa,0
ADF1239,1272,42.40,639.97,0,2.5,14152.6348,65,18603,8389,2,3G,3G,Uxaa,Uxaa,0
ADF1240,133,4.43,643.59,40.88,3.75,371358.8438,69,9096,11546,2,3G,3G,Zintel,Uxaa,0
ADF1245,2774,92.47,652.63,4.14,57.5,2166006.274,526,741,716,1,3G,3G,Weematel,Uxaa,0
ADF1246,369,12.30,657.06,20.58,56.25,1801790.789,153,11478,6070,1,3G,3G,ToCall,Uxaa,0
ADF1250,123,4.10,669.11,14.83,0,11813558.28,113,684,15331,5,3G,3G,Uxaa,Uxaa,0
ADF1251,1234,41.13,672.95,35.15,30,545083.1172,26,3012,3108,1,3G,3G,Uxaa,Uxaa,0
ADF1252,585,19.50,674.984,25.87,95,11937595.66,130,3636,3831,1,3G,3G,0,Uxaa,0
ADF1253,142,4.73,675.89,100.63,141.25,1186735.909,27,4752,3478,1,3G,2G,Uxaa,Uxaa,0
ADF1254,2213,73.77,676.1452,17.21,23.75,341473.6563,76,240,14062,1,3G,3G,PQza,Uxaa,0
ADF1255,523,17.43,676.42,104.95,51.25,3372399.607,126,6840,7005,4,3G,3G,ToCall,Uxaa,0
ADF1257,2083,69.43,679.97,13.58,18.75,460147.3272,292,1014,980,2,3G,3G,Weematel,Uxaa,0
ADF1261,716,23.87,694.6,5.25,15,448485.788,57,6209,4245,1,3G,3G,ToCall,Uxaa,0
ADF1262,1361,45.37,698.072,13.12,17.5,18960728.63,30,264,1638,1,3G,3G,Zintel,Uxaa,0
ADF1273,1010,33.67,726.58,2.62,10,22939555.07,87,2670,1749,2,3G,3G,Uxaa,Uxaa,0
ADF1275,435,14.50,733.0828,15.8,241.18,328063.7764,54,9700,6417,1,3G,3G,Uxaa,Uxaa,0
ADF1276,2312,77.07,733.2712,65.48,5,75.4766,207,2761,4470,3,3G,3G,Mango,Uxaa,0
ADF1278,170,5.67,737.1052,39.68,55,1205828.366,168,228,2324,1,3G,3G,Zintel,Uxaa,0
ADF1279,802,26.73,738.452,22.26,23.87,13574188.58,190,7690,15432,1,3G,3G,Mango,Uxaa,0
ADF1281,125,4.17,740.83,107.9,42.5,217706.7119,103,11760,29829,1,3G,3G,PQza,Uxaa,0
ADF1283,204,6.80,755.89,8.33,27.5,7473126.807,118,16934,3785,1,3G,3G,Uxaa,Uxaa,0
ADF1284,385,12.83,755.954,0,21.25,8305154.895,5,48,179,1,3G,3G,Uxaa,Uxaa,0
ADF1285,2201,73.37,758.62,40.14,51.25,12755.293,119,21872,16423,2,3G,3G,ToCall,Uxaa,0
ADF1288,1165,38.83,797.034,0,11.25,102643.6465,155,34495,17608,3,3G,3G,Zintel,Uxaa,0
ADF1291,1548,51.60,804.9448,24.5,117.5,22778646.62,25,5247,5855,1,3G,3G,PQza,Uxaa,0
ADF1292,164,5.47,808.68,112.53,86.25,16732.7481,176,13704,12790,5,3G,3G,PQza,Uxaa,0
ADF1294,141,4.70,810.7,11.37,142.5,2543055.027,159,21708,15127,1,3G,3G,Mango,Uxaa,0
ADF1295,134,4.47,812.5,73.68,8.75,663969.1299,554,27228,765,1,3G,3G,Zintel,Uxaa,0
ADF1296,2660,88.67,813.3808,27.98,18.75,330.6651,205,7584,16409,1,3G,2G,Mango,Uxaa,0
ADF1297,1142,38.07,817.08,10.5,25,69186.7422,116,15228,7656,2,3G,3G,Weematel,Uxaa,0
ADF1298,2680,89.33,817.72,19.06,32.5,997772.8184,234,3672,10727,1,3G,3G,Weematel,Uxaa,0
ADF1299,130,4.33,823.29,5.25,6.25,46.3486,84,53448,24358,1,3G,3G,Zintel,Uxaa,0
ADF1300,3670,122.33,824.52,42.17,47.5,15660515.58,220,8649,968,1,3G,3G,PQza,Uxaa,0
ADF1305,3702,123.40,834.6164,8.93,76.25,171480.7383,164,3816,29763,1,3G,3G,Uxaa,Uxaa,0
ADF1307,130,4.33,838.268,5.98,3.75,12358480.18,304,22380,5254,4,3G,3G,Mango,Uxaa,0
ADF1310,813,27.10,840.466,1.08,9.3,1090308.83,271,13724,2600,9,3G,3G,Uxaa,Uxaa,0
ADF1312,140,4.67,841.154,159.89,23.75,1048012.564,244,5964,6527,2,3G,3G,Zintel,Uxaa,0
ADF1314,1056,35.20,847.1732,25.24,23.75,274.0664,415,14788,19779,7,3G,3G,Weematel,Uxaa,0
ADF1315,1257,41.90,855.656,7.4,221.25,33095591.74,53,4569,2423,1,3G,3G,Mango,Uxaa,0
ADF1316,2109,70.30,856.0384,21.6,237.15,3814302.774,37,6169,4007,6,3G,3G,0,Uxaa,0
ADF1317,399,13.30,856.684,3.5,31.25,1511060.273,166,18714,35813,1,3G,3G,Zintel,Uxaa,0
ADF1322,1673,55.77,875.4,0,0,126876.5254,865,0,0,1,3G,3G,Weematel,Uxaa,0
ADF1324,5334,177.80,875.4,0,0,52633.2686,1460,0,0,1,3G,3G,Weematel,Uxaa,0
ADF1325,2886,96.20,875.64,0,0,230007.955,974,0,0,1,3G,3G,ToCall,Uxaa,0
ADF1326,1912,63.73,876.27,0.87,0,1754570.742,74,0,0,2,3G,3G,Zintel,Uxaa,0
ADF1327,362,12.07,876.42,0,0,1059366.387,469,0,102,3,3G,3G,ToCall,Uxaa,0
ADF1328,1294,43.13,876.5,34.12,98.75,507507.0127,89,30069,23196,2,3G,3G,Mango,Uxaa,0
ADF1329,4158,138.60,877.19,0,0,2150561.275,411,0,179,6,3G,3G,Weematel,Uxaa,0
ADF1332,3148,104.93,879,0,0,1414986.074,612,0,0,2,3G,3G,Uxaa,Uxaa,0
ADF1333,284,9.47,880.77,0,0,84606.3692,932,0,537,1,3G,3G,PQza,Uxaa,0
ADF1334,1474,49.13,881.524,0,51.25,2044129.945,11,3648,2464,3,3G,3G,Mango,Uxaa,0
ADF1335,2096,69.87,883.17,0,0,1450858.823,391,0,179,2,3G,3G,Zintel,Uxaa,0
ADF1337,3085,102.83,884.97,0.01,0,2103930.688,439,0,358,1,3G,3G,PQza,Uxaa,0
ADF1339,3046,101.53,887.91,14.34,0,76915.0547,398,0,5556,1,3G,3G,Zintel,Uxaa,0
ADF1341,1607,53.57,890.34,4.78,0.62,2952394.18,417,0,0,1,3G,3G,Uxaa,Uxaa,0
ADF1342,3181,106.03,891.69,1.75,5,946378.5332,293,0,954,1,3G,3G,ToCall,Uxaa,0
ADF1344,377,12.57,897.34,0,0,1376099.551,694,0,179,1,3G,3G,ToCall,Uxaa,0
ADF1346,3809,126.97,900.03,5.98,57.5,435275.586,93,7155,7580,1,3G,3G,Uxaa,Uxaa,0
ADF1350,3211,107.03,905.43,9.49,161.25,4323788.261,11,1908,1039,1,3G,3G,0,Uxaa,0
ADF1351,143,4.77,907.16,1.75,13.75,146024.5683,60,240,716,2,3G,,Zintel,Uxaa,0
ADF1353,4232,141.07,910.46,14.64,45,2857898.337,257,1080,9108,1,3G,3G,Mango,Uxaa,0
ADF1354,258,8.60,911.13,119,0,6.1348,247,25356,29860,1,3G,3G,Mango,Uxaa,0
ADF1356,2260,75.33,914.28,5.25,1.25,874135.6006,512,0,3238,1,3G,3G,Zintel,Uxaa,0
ADF1357,152,5.07,915.73,0,1.25,284724.6142,172,2400,240,1,3G,3G,ToCall,Uxaa,0
ADF1358,3706,123.53,916.87,0.04,2.5,1014261.738,319,0,1289,1,3G,3G,Weematel,Uxaa,0
ADF1361,1417,47.23,918.07,7,23.75,482592.2714,78,34344,4856,1,3G,3G,Uxaa,Uxaa,0
ADF1364,1822,60.73,920.16,0,0,53584.456,278,0,0,1,3G,3G,Mango,Uxaa,0
ADF1365,4238,141.27,920.19,18.23,6.25,647703.8994,1206,0,2031,2,3G,3G,ToCall,Uxaa,0
ADF1366,2848,94.93,920.21,7.17,0,2835940.224,531,0,179,1,3G,3G,ToCall,Uxaa,0
ADF1367,1971,65.70,922.6,2.39,0,76402.3769,346,0,4481,1,3G,3G,Weematel,Uxaa,0
ADF1369,132,4.40,924.46,23.66,0,805565.3593,135,0,1163,1,3G,3G,PQza,Uxaa,0
ADF1370,4862,162.07,925.89,0,6.25,3878935.695,674,0,240,1,3G,3G,PQza,Uxaa,0
ADF1371,4252,141.73,929.82,0,0,152106.7744,779,0,4246,2,3G,3G,Zintel,Uxaa,0
ADF1374,1053,35.10,943.31,6.72,20,229811.9453,151,3819,2390,2,3G,3G,Uxaa,Uxaa,0
ADF1375,2492,83.07,944.46,0.02,10,1218412.512,353,0,3035,4,3G,3G,PQza,Uxaa,0
ADF1376,4252,141.73,945.22,3.5,0,1358.5557,416,0,537,1,3G,3G,PQza,Uxaa,0
ADF1378,4630,154.33,947.312,78.74,61.25,876375.288,41,14310,4019,2,3G,3G,Zintel,Uxaa,0
ADF1379,297,9.90,949,0.87,20,207150.8173,763,1836,179,1,3G,3G,ToCall,Uxaa,0
ADF1380,1944,64.80,955.664,17.04,0,5846.5674,547,956,2867,5,3G,3G,Weematel,Uxaa,0
ADF1381,1727,57.57,956.2,40.66,2.5,645881.9541,961,0,179,1,3G,,PQza,Uxaa,0
ADF1382,138,4.60,958.61,0,2.5,933169.1904,225,0,895,2,3G,3G,Mango,Uxaa,0
ADF1388,4792,159.73,963.33,1.75,5,1268950.891,571,888,4632,1,3G,3G,Zintel,Uxaa,0
ADF1392,741,24.70,969.7084,100.62,0,38622.8975,152,12652,1857,1,3G,3G,ToCall,Uxaa,0
ADF1393,1520,50.67,972.38,10.5,25,1648876.463,267,0,2883,14,3G,3G,Weematel,Uxaa,0
ADF1394,1507,50.23,972.838,0,82.5,2162778.789,456,0,537,1,3G,3G,ToCall,Uxaa,0
ADF1395,4205,140.17,973.12,0,3.75,215656.4394,370,239,179,3,3G,3G,Weematel,Uxaa,0
ADF1396,143,4.77,973.9664,21.86,22.5,920871.0674,421,4032,15476,1,3G,3G,Mango,Uxaa,0
ADF1399,666,22.20,980.5332,47.72,251.25,1674835.019,99,2763,5016,2,3G,3G,Uxaa,Uxaa,0
ADF1402,168,5.60,988.108,23.97,8.75,2067125.635,690,1190,715,1,3G,3G,ToCall,Uxaa,0
ADF1406,225,7.50,996.69,12.04,1.25,79458.5771,240,0,6886,2,3G,3G,Zintel,Uxaa,0
ADF1408,3794,126.47,997.69,0,2.5,5627720.023,598,0,716,4,3G,3G,ToCall,Uxaa,0
ADF1409,787,26.23,998.04,15.6,1.25,1732440.812,195,2155,846,1,3G,3G,Zintel,Uxaa,0
ADF1411,2747,91.57,1001.032,1.75,53.75,14016501.09,54,3513,12321,1,3G,3G,Mango,Uxaa,0
ADF1412,3419,113.97,1005.11,0,0.62,4884453.493,170,358,0,2,3G,3G,Zintel,Uxaa,0
ADF1413,5374,179.13,1008.58,0,0,525649.7168,682,0,4425,3,3G,3G,Mango,Uxaa,0
ADF1414,1526,50.87,1015.8,62.56,61.25,6402748.932,175,1548,7020,2,3G,3G,0,Uxaa,0
ADF1415,1867,62.23,1015.86,135.94,92.5,3707693.869,74,2524,8831,1,3G,3G,Uxaa,Uxaa,0
ADF1418,451,15.03,1022.4,11.23,30,2651372.843,500,0,537,2,3G,3G,Zintel,Uxaa,0
ADF1419,974,32.47,1024.14,48.13,52.5,415468.2871,104,14845,11328,2,3G,3G,ToCall,Uxaa,0
ADF1424,1558,51.93,1035.7704,8.75,10,1454622.967,716,2689,3153,10,3G,3G,ToCall,Uxaa,0
ADF1427,3460,115.33,1045.148,13.12,31.25,82667.3496,339,3251,4553,2,3G,3G,ToCall,Uxaa,0
ADF1430,1974,65.80,1047.55,7.87,250,4177100.395,16,275,4408,2,3G,3G,ToCall,Uxaa,0
ADF1432,3801,126.70,1053.01,9.48,32.5,225494.2549,1238,5713,4813,1,3G,3G,Mango,Uxaa,0
ADF1434,714,23.80,1053.9892,56.34,13.75,1874057.902,239,14796,36045,1,3G,3G,Weematel,Uxaa,0
ADF1435,425,14.17,1056.634,7.87,21.25,299235.7441,868,0,716,3,3G,3G,PQza,Uxaa,0
ADF1436,925,30.83,1057.1,26.43,2.5,996269.374,253,1238,11025,4,3G,3G,ToCall,Uxaa,0
ADF1437,4155,138.50,1059.454,0.03,1.25,793819.2588,444,10516,1611,1,3G,3G,ToCall,Uxaa,0
ADF1440,447,14.90,1062.624,0.6,51.25,7412235.206,420,0,358,3,3G,3G,ToCall,Uxaa,0
ADF1441,1374,45.80,1066.842,0,191.25,11526301.73,31,120,6656,8,3G,3G,Mango,Uxaa,0
ADF1442,135,4.50,1073.288,0.01,158.75,41440817.15,114,1248,3086,1,3G,3G,ToCall,Uxaa,0
ADF1443,1447,48.23,1078.33,8.75,10,1865896.535,748,323,6816,2,3G,3G,Zintel,Uxaa,0
ADF1446,3096,103.20,1079.8984,2.39,8.75,17374263.26,223,477,550,3,3G,3G,Mango,Uxaa,0
ADF1447,3805,126.83,1080.42,0.01,0,217563.1035,469,0,2261,6,3G,3G,Zintel,Uxaa,0
ADF1448,2437,81.23,1082.31,27.43,22.5,573237.4248,108,29173,31141,1,3G,3G,ToCall,Uxaa,0
ADF1449,215,7.17,1082.55,5.98,5,3181991.859,813,0,1432,1,3G,3G,Uxaa,Uxaa,0
ADF1457,2147,71.57,1105.43,0.02,0,265478.4893,332,10044,740,1,3G,3G,Mango,Uxaa,0
ADF1458,1653,55.10,1105.912,13.72,60,2959285.291,527,0,895,1,3G,3G,ToCall,Uxaa,0
ADF1459,1618,53.93,1111.08,14,0,1403.2412,290,0,858,1,3G,3G,Mango,Uxaa,0
ADF1463,2163,72.10,1120.1504,41.17,23.87,83108.7657,279,7465,37503,2,3G,3G,Uxaa,Uxaa,0
ADF1466,2237,74.57,1128.11,82.25,35,1235577.751,401,14616,24950,1,3G,3G,Uxaa,Uxaa,0
ADF1469,1438,47.93,1134.546,27.72,274.97,5869747.645,51,6250,6512,1,3G,3G,PQza,Uxaa,0
ADF1470,3265,108.83,1139.63,0,11.25,3379496.46,158,0,2148,1,3G,2G,Uxaa,Uxaa,0
ADF1474,4874,162.47,1144.8,17.94,6.25,288638.6953,460,0,8431,1,3G,3G,ToCall,Uxaa,0
ADF1475,3114,103.80,1145.61,1.75,22.5,1164443.296,600,228,21952,3,3G,3G,Zintel,Uxaa,0
ADF1478,1494,49.80,1150.9268,15.75,31.25,990555.9746,571,7360,26823,1,3G,3G,Uxaa,Uxaa,0
ADF1482,158,5.27,1164.3672,27.12,82.5,14264167.72,139,1416,20517,3,3G,3G,Uxaa,Uxaa,0
ADF1484,997,33.23,1165.5928,2.16,65.41,6096582.927,395,6225,4545,3,3G,3G,Zintel,Uxaa,0
ADF1485,443,14.77,1166.4,0,28.75,32954801.18,209,2400,1306,9,3G,3G,0,Uxaa,0
ADF1487,1335,44.50,1172.156,0.6,1.24,1446.125,207,18100,11915,1,3G,3G,Weematel,Uxaa,0
ADF1488,2345,78.17,1173.1604,1.21,155,3004549.821,196,0,1969,2,3G,3G,Mango,Uxaa,0
ADF1490,2796,93.20,1179.39,2.35,72.5,19744956.26,191,8928,36879,2,3G,3G,Zintel,Uxaa,0
ADF1491,2040,68.00,1180.4804,0.02,52.5,7587747.121,700,3585,9978,2,3G,3G,ToCall,Uxaa,0
ADF1492,1354,45.13,1185.0548,2.27,30,1902.3672,675,12999,7709,2,3G,3G,Uxaa,Uxaa,0
ADF1493,1193,39.77,1185.25,44.05,71.25,225029.1621,64,5298,16971,1,3G,3G,Mango,Uxaa,0
ADF1494,2116,70.53,1187.7396,18.37,20,25908963.2,102,4112,22947,2,3G,3G,Weematel,Uxaa,0
ADF1495,731,24.37,1188.7972,0,175,11099077.72,23,216,2617,6,3G,3G,Uxaa,Uxaa,0
ADF1496,151,5.03,1191.54,23.48,0,48385.6914,662,24468,4176,2,3G,3G,Zintel,Uxaa,0
ADF1497,147,4.90,1200.572,0,227.5,4512623.857,42,636,1056,1,3G,3G,Uxaa,Uxaa,0
ADF1498,2300,76.67,1203.162,22.74,20,3194449.683,725,13503,5604,3,3G,3G,PQza,Uxaa,0
ADF1499,756,25.20,1203.42,20.04,88.66,1218569.857,112,21177,167,7,3G,3G,Weematel,Uxaa,0
ADF1500,130,4.33,1204.37,38.67,7.5,4052732.772,163,71208,4545,2,3G,3G,Uxaa,Uxaa,0
ADF1501,3819,127.30,1205.5304,78.64,78.75,2128472.938,94,15524,8149,3,3G,3G,PQza,Uxaa,0
ADF1504,743,24.77,1216.594,9.39,75,159984.2959,337,10035,8528,3,3G,3G,0,Uxaa,0
ADF1505,761,25.37,1216.7528,25.92,76.57,67951093.38,332,5271,3924,3,3G,3G,Mango,Uxaa,0
ADF1506,3840,128.00,1220.48,0,0,30812.7959,1256,239,14280,1,3G,3G,Uxaa,Uxaa,0
ADF1508,3155,105.17,1223.2404,0,1.25,1091551.36,397,8928,10612,1,3G,3G,Uxaa,Uxaa,0
ADF1511,145,4.83,1229.7016,71.49,220,1904637.535,122,10428,6843,1,3G,3G,PQza,Uxaa,0
ADF1513,4192,139.73,1232.23,32.26,0,67341.581,585,0,12068,5,3G,3G,Uxaa,Uxaa,0
ADF1517,1794,59.80,1248.5104,57.73,158.75,5109445.314,308,16540,20590,2,3G,3G,PQza,Uxaa,0
ADF1518,464,15.47,1248.5104,14,40,1091314.839,489,3478,44349,1,3G,,Mango,Uxaa,0
ADF1519,3700,123.33,1248.978,12.89,15,1046183.858,486,0,537,2,3G,3G,Mango,Uxaa,0
ADF1523,708,23.60,1266.4404,5.98,93.75,1871998.521,170,14752,19432,2,3G,3G,Weematel,Uxaa,0
ADF1524,138,4.60,1266.75,1.75,68.75,9974712.357,193,26400,6066,2,3G,3G,0,Uxaa,0
ADF1525,308,10.27,1267.46,0,193.75,2559615.11,656,0,537,1,3G,3G,Weematel,Uxaa,0
